label,one,two,three,four,five,six,seven,label_bracket,index
21,5,+,(,8,+,8,),1,44558
104,8,*,(,9,+,4,),1,44559
-12,1,-,8,-,5,,,0,44560
144,6,*,8,*,3,,,0,44561
-5,4,-,(,2,+,7,),1,44562
-5,2,+,2,-,9,,,0,44563
-2,(,2,-,9,),+,5,1,44564
56,4,*,(,9,+,5,),1,44565
256,(,4,*,8,),*,8,1,44566
4,4,+,(,9,*,0,),1,44567
40,5,*,7,+,5,,,0,44568
-12,3,-,(,3,*,5,),1,44569
6,(,1,*,8,),-,2,1,44570
-6,1,+,(,2,-,9,),1,44571
5,3,+,1,+,1,,,0,44572
-8,5,-,8,-,5,,,0,44573
-3,5,-,(,8,-,0,),1,44574
-5,0,-,(,1,*,5,),1,44575
-5,6,-,6,-,5,,,0,44576
0,(,4,*,0,),*,2,1,44577
2,1,-,(,2,-,3,),1,44578
-15,2,-,8,-,9,,,0,44579
2,3,-,(,4,-,3,),1,44580
6,4,-,(,0,-,2,),1,44581
17,8,+,(,3,*,3,),1,44582
33,9,+,(,6,*,4,),1,44583
10,(,9,-,0,),+,1,1,44584
-1,4,-,(,5,*,1,),1,44585
10,0,+,(,4,+,6,),1,44586
44,(,7,*,7,),-,5,1,44587
0,0,-,(,2,*,0,),1,44588
21,5,+,(,7,+,9,),1,44589
-4,4,-,1,-,7,,,0,44590
16,7,*,3,-,5,,,0,44591
12,(,9,+,7,),-,4,1,44592
-5,1,-,6,+,0,,,0,44593
15,2,*,3,+,9,,,0,44594
11,5,+,2,*,3,,,0,44595
0,5,*,(,3,-,3,),1,44596
8,8,+,(,9,*,0,),1,44597
20,5,*,4,+,0,,,0,44598
15,(,3,*,5,),-,0,1,44599
15,(,4,*,6,),-,9,1,44600
4,6,+,(,2,-,4,),1,44601
8,(,6,-,6,),+,8,1,44602
4,4,+,0,*,2,,,0,44603
-6,9,-,3,*,5,,,0,44604
1,(,6,-,3,),-,2,1,44605
13,3,*,3,+,4,,,0,44606
0,1,*,(,0,*,1,),1,44607
80,8,+,(,8,*,9,),1,44608
-4,0,-,(,6,-,2,),1,44609
4,(,8,-,6,),*,2,1,44610
40,5,*,(,1,+,7,),1,44611
3,4,+,(,1,-,2,),1,44612
-11,2,-,(,5,+,8,),1,44613
12,6,+,1,*,6,,,0,44614
-2,5,*,0,-,2,,,0,44615
10,(,6,+,1,),+,3,1,44616
9,(,5,+,1,),+,3,1,44617
6,5,-,(,1,-,2,),1,44618
20,5,*,(,1,*,4,),1,44619
10,(,6,-,5,),+,9,1,44620
56,(,4,+,4,),*,7,1,44621
144,(,9,*,8,),*,2,1,44622
-27,9,*,(,6,-,9,),1,44623
10,6,-,(,5,-,9,),1,44624
39,8,*,6,-,9,,,0,44625
15,3,+,3,*,4,,,0,44626
1,4,-,(,4,-,1,),1,44627
6,(,8,-,8,),+,6,1,44628
324,6,*,9,*,6,,,0,44629
15,6,+,(,0,+,9,),1,44630
40,8,*,5,*,1,,,0,44631
5,5,+,5,-,5,,,0,44632
6,9,+,(,0,-,3,),1,44633
-7,(,0,*,7,),-,7,1,44634
16,(,7,+,5,),+,4,1,44635
40,2,*,4,*,5,,,0,44636
9,1,*,(,1,*,9,),1,44637
10,1,+,9,+,0,,,0,44638
29,(,6,*,6,),-,7,1,44639
64,(,1,*,8,),*,8,1,44640
189,7,*,(,3,*,9,),1,44641
-6,1,*,2,-,8,,,0,44642
3,1,-,(,3,-,5,),1,44643
12,6,+,(,3,+,3,),1,44644
7,7,-,3,+,3,,,0,44645
45,5,*,(,9,+,0,),1,44646
19,5,+,5,+,9,,,0,44647
12,6,+,3,*,2,,,0,44648
3,(,1,*,9,),-,6,1,44649
12,5,+,1,+,6,,,0,44650
96,3,*,4,*,8,,,0,44651
12,4,-,1,+,9,,,0,44652
4,2,*,3,-,2,,,0,44653
11,(,4,+,5,),+,2,1,44654
3,(,5,-,9,),+,7,1,44655
8,(,0,+,5,),+,3,1,44656
-5,(,7,-,4,),-,8,1,44657
16,1,+,(,3,*,5,),1,44658
6,(,0,*,7,),+,6,1,44659
1,(,1,-,3,),+,3,1,44660
8,(,4,+,1,),+,3,1,44661
57,(,8,*,7,),+,1,1,44662
4,4,+,0,*,3,,,0,44663
0,0,*,(,4,-,3,),1,44664
-1,1,+,(,6,-,8,),1,44665
7,(,3,+,0,),+,4,1,44666
30,(,2,*,3,),*,5,1,44667
2,2,+,(,0,*,5,),1,44668
13,0,+,(,7,+,6,),1,44669
72,8,*,(,4,+,5,),1,44670
7,(,1,*,7,),*,1,1,44671
2,(,1,+,6,),-,5,1,44672
30,5,*,(,1,*,6,),1,44673
13,2,+,8,+,3,,,0,44674
0,8,-,4,-,4,,,0,44675
72,(,8,+,0,),*,9,1,44676
-4,5,-,(,9,+,0,),1,44677
9,5,+,7,-,3,,,0,44678
11,(,2,*,1,),+,9,1,44679
112,(,7,*,8,),*,2,1,44680
0,(,4,+,3,),*,0,1,44681
-3,2,-,5,+,0,,,0,44682
-7,2,-,1,*,9,,,0,44683
240,6,*,5,*,8,,,0,44684
36,(,4,*,9,),-,0,1,44685
216,6,*,(,9,*,4,),1,44686
4,(,1,*,3,),+,1,1,44687
37,8,*,5,-,3,,,0,44688
18,(,2,+,1,),*,6,1,44689
-4,9,-,(,7,+,6,),1,44690
2,2,+,9,*,0,,,0,44691
135,5,*,9,*,3,,,0,44692
-2,4,*,1,-,6,,,0,44693
19,7,+,4,*,3,,,0,44694
35,7,*,5,*,1,,,0,44695
72,(,9,*,8,),+,0,1,44696
-9,1,-,8,-,2,,,0,44697
32,2,*,8,*,2,,,0,44698
270,(,9,*,5,),*,6,1,44699
62,7,*,8,+,6,,,0,44700
25,(,9,*,3,),-,2,1,44701
10,7,-,(,3,-,6,),1,44702
0,7,-,(,6,+,1,),1,44703
-7,2,-,3,-,6,,,0,44704
-3,5,-,(,9,-,1,),1,44705
24,(,1,+,2,),*,8,1,44706
30,5,+,5,*,5,,,0,44707
48,2,*,(,4,*,6,),1,44708
7,(,2,+,4,),+,1,1,44709
2,6,-,1,-,3,,,0,44710
16,9,+,(,1,*,7,),1,44711
-1,(,0,*,6,),-,1,1,44712
135,9,*,3,*,5,,,0,44713
-7,1,-,(,1,*,8,),1,44714
8,7,+,1,*,1,,,0,44715
28,4,+,3,*,8,,,0,44716
19,(,2,+,9,),+,8,1,44717
0,0,*,(,3,-,4,),1,44718
6,3,+,7,-,4,,,0,44719
14,1,+,(,8,+,5,),1,44720
7,1,+,5,+,1,,,0,44721
15,5,*,3,-,0,,,0,44722
18,7,+,(,2,+,9,),1,44723
0,3,*,8,*,0,,,0,44724
8,2,*,(,8,-,4,),1,44725
-8,(,1,-,9,),+,0,1,44726
6,6,-,4,*,0,,,0,44727
0,0,*,(,1,-,8,),1,44728
36,(,5,-,1,),*,9,1,44729
-1,(,6,-,9,),+,2,1,44730
0,(,0,+,0,),+,0,1,44731
-1,2,-,0,-,3,,,0,44732
13,8,+,8,-,3,,,0,44733
18,(,3,+,6,),+,9,1,44734
14,8,+,2,+,4,,,0,44735
48,4,*,(,5,+,7,),1,44736
2,1,-,(,7,-,8,),1,44737
10,4,+,9,-,3,,,0,44738
14,(,4,*,4,),-,2,1,44739
1,4,-,6,+,3,,,0,44740
14,3,+,9,+,2,,,0,44741
6,(,9,+,4,),-,7,1,44742
-5,(,3,-,4,),*,5,1,44743
8,1,*,8,-,0,,,0,44744
7,7,-,5,*,0,,,0,44745
-4,0,*,4,-,4,,,0,44746
13,(,2,+,5,),+,6,1,44747
4,(,8,-,7,),*,4,1,44748
6,2,+,(,4,+,0,),1,44749
9,9,+,3,*,0,,,0,44750
11,7,-,5,+,9,,,0,44751
4,(,0,+,4,),+,0,1,44752
0,(,7,*,1,),-,7,1,44753
-3,5,-,(,2,+,6,),1,44754
8,5,+,0,+,3,,,0,44755
13,6,+,(,1,+,6,),1,44756
11,2,+,(,9,+,0,),1,44757
-14,1,-,(,8,+,7,),1,44758
-30,(,2,-,7,),*,6,1,44759
48,(,0,+,6,),*,8,1,44760
96,3,*,(,4,*,8,),1,44761
17,4,+,8,+,5,,,0,44762
10,3,+,(,8,-,1,),1,44763
1,1,+,7,-,7,,,0,44764
7,5,+,(,1,+,1,),1,44765
7,(,4,*,2,),-,1,1,44766
7,7,-,0,*,7,,,0,44767
-8,5,-,(,9,+,4,),1,44768
-2,7,-,(,1,*,9,),1,44769
-37,5,-,(,7,*,6,),1,44770
2,8,+,(,1,-,7,),1,44771
6,1,+,(,5,-,0,),1,44772
-10,0,-,6,-,4,,,0,44773
35,(,5,*,7,),*,1,1,44774
14,(,9,+,2,),+,3,1,44775
7,0,+,4,+,3,,,0,44776
4,1,+,5,-,2,,,0,44777
-61,2,-,7,*,9,,,0,44778
0,0,*,(,1,-,3,),1,44779
-3,9,-,(,6,*,2,),1,44780
9,2,+,6,+,1,,,0,44781
315,9,*,5,*,7,,,0,44782
5,(,0,+,1,),+,4,1,44783
12,6,+,1,+,5,,,0,44784
17,(,2,+,6,),+,9,1,44785
18,6,*,2,+,6,,,0,44786
6,(,2,+,9,),-,5,1,44787
-7,0,-,(,1,*,7,),1,44788
84,7,*,2,*,6,,,0,44789
-6,4,-,(,2,*,5,),1,44790
11,3,*,5,-,4,,,0,44791
-6,2,-,(,1,+,7,),1,44792
-3,3,-,(,7,-,1,),1,44793
-1,1,*,6,-,7,,,0,44794
20,5,+,6,+,9,,,0,44795
1,(,7,-,6,),*,1,1,44796
32,4,+,4,*,7,,,0,44797
-15,5,-,(,5,*,4,),1,44798
12,8,+,(,5,-,1,),1,44799
1,0,+,2,-,1,,,0,44800
18,4,+,(,2,*,7,),1,44801
126,(,9,*,2,),*,7,1,44802
20,(,1,+,4,),*,4,1,44803
-18,6,*,(,0,-,3,),1,44804
7,3,+,9,-,5,,,0,44805
8,3,+,(,0,+,5,),1,44806
20,4,+,(,7,+,9,),1,44807
6,6,*,1,-,0,,,0,44808
1,(,7,-,6,),+,0,1,44809
6,3,+,(,8,-,5,),1,44810
0,0,*,(,1,+,8,),1,44811
14,(,5,+,9,),+,0,1,44812
19,(,4,*,5,),-,1,1,44813
-33,9,-,(,7,*,6,),1,44814
13,6,+,1,*,7,,,0,44815
7,(,1,*,6,),+,1,1,44816
5,7,-,2,*,1,,,0,44817
-2,6,-,5,-,3,,,0,44818
-40,8,*,(,4,-,9,),1,44819
80,5,*,2,*,8,,,0,44820
6,1,*,3,*,2,,,0,44821
-4,2,-,1,-,5,,,0,44822
6,(,5,*,2,),-,4,1,44823
-6,6,-,4,*,3,,,0,44824
19,(,6,+,6,),+,7,1,44825
33,(,4,*,8,),+,1,1,44826
4,0,+,(,9,-,5,),1,44827
16,(,0,+,2,),*,8,1,44828
280,5,*,8,*,7,,,0,44829
7,(,8,+,5,),-,6,1,44830
14,(,2,+,4,),+,8,1,44831
12,(,7,+,5,),*,1,1,44832
59,7,*,8,+,3,,,0,44833
11,5,+,(,2,+,4,),1,44834
8,1,+,(,7,+,0,),1,44835
2,3,+,(,2,-,3,),1,44836
4,4,-,(,3,*,0,),1,44837
1,(,7,-,0,),-,6,1,44838
1,8,-,7,*,1,,,0,44839
5,2,-,(,3,-,6,),1,44840
12,7,-,3,+,8,,,0,44841
11,8,+,1,*,3,,,0,44842
11,(,3,*,6,),-,7,1,44843
24,2,*,(,9,+,3,),1,44844
8,(,1,*,5,),+,3,1,44845
6,(,6,-,9,),+,9,1,44846
8,3,+,3,+,2,,,0,44847
14,3,+,9,+,2,,,0,44848
6,7,+,6,-,7,,,0,44849
10,8,+,(,7,-,5,),1,44850
-9,(,2,-,4,),-,7,1,44851
1,1,-,(,4,*,0,),1,44852
-3,6,-,(,6,+,3,),1,44853
20,4,*,(,5,*,1,),1,44854
3,4,-,3,+,2,,,0,44855
-7,(,5,-,8,),-,4,1,44856
112,(,5,+,9,),*,8,1,44857
13,8,+,(,4,+,1,),1,44858
-3,7,-,(,1,+,9,),1,44859
28,2,*,(,6,+,8,),1,44860
35,8,+,9,*,3,,,0,44861
8,5,+,9,-,6,,,0,44862
55,(,6,+,5,),*,5,1,44863
70,7,+,(,9,*,7,),1,44864
567,(,7,*,9,),*,9,1,44865
5,1,*,5,+,0,,,0,44866
29,4,*,5,+,9,,,0,44867
-1,1,*,6,-,7,,,0,44868
-23,9,-,4,*,8,,,0,44869
-8,(,1,-,5,),*,2,1,44870
12,(,1,+,9,),+,2,1,44871
56,(,2,*,4,),*,7,1,44872
0,(,0,*,8,),-,0,1,44873
60,7,*,9,-,3,,,0,44874
18,0,+,6,*,3,,,0,44875
-10,4,-,(,5,+,9,),1,44876
14,0,+,2,*,7,,,0,44877
14,(,8,+,6,),*,1,1,44878
13,1,*,(,8,+,5,),1,44879
5,1,+,(,2,+,2,),1,44880
15,9,+,4,+,2,,,0,44881
9,(,6,+,8,),-,5,1,44882
2,4,-,9,+,7,,,0,44883
-16,8,*,(,0,-,2,),1,44884
-46,8,-,6,*,9,,,0,44885
11,6,+,(,1,+,4,),1,44886
1,(,8,-,7,),*,1,1,44887
19,8,+,(,4,+,7,),1,44888
126,9,*,(,8,+,6,),1,44889
-4,(,6,-,8,),-,2,1,44890
0,(,2,*,5,),*,0,1,44891
12,(,4,+,2,),+,6,1,44892
11,(,2,*,7,),-,3,1,44893
8,1,*,8,*,1,,,0,44894
18,(,8,+,1,),+,9,1,44895
0,4,*,(,6,*,0,),1,44896
57,3,+,9,*,6,,,0,44897
-5,1,-,8,+,2,,,0,44898
8,6,+,(,6,-,4,),1,44899
2,(,3,-,0,),-,1,1,44900
-3,(,4,-,0,),-,7,1,44901
48,8,*,(,4,+,2,),1,44902
10,0,+,(,2,+,8,),1,44903
91,(,9,+,4,),*,7,1,44904
3,4,+,(,8,-,9,),1,44905
-2,(,4,-,6,),*,1,1,44906
-3,7,-,5,-,5,,,0,44907
1,1,+,9,*,0,,,0,44908
5,(,0,*,4,),+,5,1,44909
-19,5,-,8,*,3,,,0,44910
432,9,*,8,*,6,,,0,44911
216,8,*,(,3,*,9,),1,44912
4,(,6,-,5,),+,3,1,44913
-4,(,4,-,0,),-,8,1,44914
6,(,9,+,1,),-,4,1,44915
40,4,*,(,5,*,2,),1,44916
4,(,3,+,7,),-,6,1,44917
20,8,+,8,+,4,,,0,44918
3,(,8,-,3,),-,2,1,44919
2,1,*,2,+,0,,,0,44920
36,(,9,-,5,),*,9,1,44921
9,(,9,+,0,),*,1,1,44922
-3,2,*,1,-,5,,,0,44923
-8,2,*,(,2,-,6,),1,44924
5,1,*,(,5,-,0,),1,44925
16,8,*,(,1,*,2,),1,44926
0,5,*,0,*,7,,,0,44927
-2,5,-,4,-,3,,,0,44928
7,8,*,2,-,9,,,0,44929
18,2,*,(,2,+,7,),1,44930
35,6,*,5,+,5,,,0,44931
0,0,+,(,1,*,0,),1,44932
27,9,*,(,2,+,1,),1,44933
63,7,*,(,1,+,8,),1,44934
17,9,+,4,*,2,,,0,44935
16,9,+,6,+,1,,,0,44936
-11,(,2,-,4,),-,9,1,44937
5,1,+,2,+,2,,,0,44938
35,0,+,7,*,5,,,0,44939
22,(,9,*,3,),-,5,1,44940
9,(,5,+,3,),+,1,1,44941
84,7,*,(,2,*,6,),1,44942
50,(,6,*,8,),+,2,1,44943
84,(,5,+,9,),*,6,1,44944
8,7,+,3,-,2,,,0,44945
30,2,*,(,9,+,6,),1,44946
78,6,*,(,8,+,5,),1,44947
17,2,*,4,+,9,,,0,44948
-64,(,1,-,9,),*,8,1,44949
4,2,*,5,-,6,,,0,44950
34,4,*,8,+,2,,,0,44951
13,6,-,1,+,8,,,0,44952
15,5,*,(,2,+,1,),1,44953
-3,5,-,1,*,8,,,0,44954
49,7,+,7,*,6,,,0,44955
15,3,*,(,0,+,5,),1,44956
1,1,-,(,2,*,0,),1,44957
4,4,-,0,+,0,,,0,44958
-20,(,0,-,4,),*,5,1,44959
-2,(,9,*,0,),-,2,1,44960
0,7,*,0,*,5,,,0,44961
7,1,+,(,1,*,6,),1,44962
23,5,*,3,+,8,,,0,44963
18,3,+,8,+,7,,,0,44964
28,1,+,(,3,*,9,),1,44965
2,(,1,+,8,),-,7,1,44966
-4,(,8,-,8,),-,4,1,44967
7,7,+,0,*,9,,,0,44968
432,6,*,8,*,9,,,0,44969
-1,0,+,(,3,-,4,),1,44970
0,(,5,-,0,),-,5,1,44971
17,8,+,8,+,1,,,0,44972
54,(,5,*,9,),+,9,1,44973
-10,2,-,(,6,*,2,),1,44974
90,9,+,9,*,9,,,0,44975
4,2,*,5,-,6,,,0,44976
0,2,-,(,7,-,5,),1,44977
-4,(,7,-,8,),-,3,1,44978
8,(,1,*,4,),*,2,1,44979
7,9,*,1,-,2,,,0,44980
-10,6,-,(,2,*,8,),1,44981
0,0,*,(,8,+,6,),1,44982
1,2,-,2,+,1,,,0,44983
40,(,1,+,9,),*,4,1,44984
68,4,+,(,8,*,8,),1,44985
5,9,-,(,0,+,4,),1,44986
0,7,*,(,0,*,3,),1,44987
-3,(,5,*,1,),-,8,1,44988
75,(,8,+,7,),*,5,1,44989
128,(,4,*,8,),*,4,1,44990
-54,0,-,6,*,9,,,0,44991
5,2,*,5,-,5,,,0,44992
7,(,6,-,4,),+,5,1,44993
-10,5,-,9,-,6,,,0,44994
7,8,-,(,7,-,6,),1,44995
120,6,*,4,*,5,,,0,44996
0,(,5,*,8,),*,0,1,44997
2,2,-,0,*,1,,,0,44998
31,(,4,*,7,),+,3,1,44999
12,7,+,2,+,3,,,0,45000
-2,(,6,-,8,),+,0,1,45001
0,1,-,(,4,-,3,),1,45002
14,(,1,*,8,),+,6,1,45003
7,3,+,6,-,2,,,0,45004
441,(,7,*,9,),*,7,1,45005
14,8,+,(,7,-,1,),1,45006
11,0,+,2,+,9,,,0,45007
12,6,+,6,-,0,,,0,45008
0,(,7,-,5,),-,2,1,45009
-3,3,-,(,3,*,2,),1,45010
2,4,-,(,6,-,4,),1,45011
16,(,5,+,2,),+,9,1,45012
90,9,*,(,7,+,3,),1,45013
-4,3,-,3,-,4,,,0,45014
-6,0,*,4,-,6,,,0,45015
-10,(,5,-,8,),-,7,1,45016
2,9,-,(,7,*,1,),1,45017
5,2,-,(,4,-,7,),1,45018
-4,2,-,(,3,+,3,),1,45019
6,(,4,-,5,),+,7,1,45020
12,7,+,8,-,3,,,0,45021
12,9,+,2,+,1,,,0,45022
20,(,9,+,8,),+,3,1,45023
0,9,+,(,0,-,9,),1,45024
1,(,8,-,4,),-,3,1,45025
36,4,*,9,*,1,,,0,45026
42,(,8,+,6,),*,3,1,45027
1,5,+,(,4,-,8,),1,45028
16,9,*,1,+,7,,,0,45029
18,1,*,2,*,9,,,0,45030
21,7,*,(,3,-,0,),1,45031
5,(,7,*,2,),-,9,1,45032
7,(,7,*,1,),-,0,1,45033
18,3,+,5,*,3,,,0,45034
8,(,4,-,3,),+,7,1,45035
2,2,-,(,0,*,2,),1,45036
8,8,-,7,+,7,,,0,45037
-19,6,-,(,5,*,5,),1,45038
3,1,*,3,+,0,,,0,45039
0,8,*,(,7,-,7,),1,45040
-2,2,*,2,-,6,,,0,45041
11,4,+,1,*,7,,,0,45042
82,(,9,*,9,),+,1,1,45043
55,5,*,(,5,+,6,),1,45044
13,6,+,(,6,+,1,),1,45045
0,(,0,*,5,),*,5,1,45046
0,(,6,-,4,),-,2,1,45047
10,4,+,(,3,*,2,),1,45048
11,8,+,(,9,-,6,),1,45049
0,(,9,*,0,),*,0,1,45050
16,9,-,(,1,-,8,),1,45051
7,(,1,*,7,),-,0,1,45052
-35,1,-,6,*,6,,,0,45053
1,8,-,9,+,2,,,0,45054
2,(,4,-,4,),+,2,1,45055
1,4,-,6,+,3,,,0,45056
37,(,7,*,6,),-,5,1,45057
-3,1,*,5,-,8,,,0,45058
6,1,*,(,5,+,1,),1,45059
90,9,+,(,9,*,9,),1,45060
54,(,3,+,6,),*,6,1,45061
1,1,+,(,0,*,9,),1,45062
18,9,+,5,+,4,,,0,45063
18,(,6,+,0,),*,3,1,45064
0,8,*,(,4,*,0,),1,45065
34,(,6,*,7,),-,8,1,45066
-18,7,-,5,*,5,,,0,45067
-11,(,2,-,4,),-,9,1,45068
11,4,*,3,-,1,,,0,45069
8,(,5,*,2,),-,2,1,45070
-1,(,8,-,9,),+,0,1,45071
0,(,3,*,0,),*,6,1,45072
-8,4,*,(,1,-,3,),1,45073
-35,5,-,(,8,*,5,),1,45074
14,1,*,(,6,+,8,),1,45075
-6,4,-,4,-,6,,,0,45076
4,(,7,-,8,),+,5,1,45077
336,8,*,6,*,7,,,0,45078
104,(,8,+,5,),*,8,1,45079
-6,7,-,8,-,5,,,0,45080
7,0,*,7,+,7,,,0,45081
4,(,0,-,4,),+,8,1,45082
3,8,-,(,5,-,0,),1,45083
14,9,+,9,-,4,,,0,45084
26,4,*,5,+,6,,,0,45085
7,7,-,(,0,-,0,),1,45086
5,(,4,*,3,),-,7,1,45087
10,8,-,0,+,2,,,0,45088
77,7,*,(,7,+,4,),1,45089
1,3,*,1,-,2,,,0,45090
42,3,*,(,6,+,8,),1,45091
17,2,+,9,+,6,,,0,45092
77,5,+,9,*,8,,,0,45093
2,7,-,(,2,+,3,),1,45094
-2,(,3,-,5,),-,0,1,45095
384,8,*,8,*,6,,,0,45096
6,1,+,(,7,-,2,),1,45097
6,(,1,+,5,),-,0,1,45098
-3,6,-,(,9,-,0,),1,45099
13,1,+,(,2,*,6,),1,45100
512,8,*,(,8,*,8,),1,45101
2,0,-,0,+,2,,,0,45102
0,2,+,4,-,6,,,0,45103
54,(,2,*,9,),*,3,1,45104
1,6,-,0,-,5,,,0,45105
7,(,2,+,0,),+,5,1,45106
-5,(,0,*,9,),-,5,1,45107
56,7,*,(,8,-,0,),1,45108
-7,5,-,(,2,*,6,),1,45109
29,1,+,(,7,*,4,),1,45110
117,(,6,+,7,),*,9,1,45111
-7,(,1,-,4,),-,4,1,45112
256,(,4,*,8,),*,8,1,45113
63,9,*,(,3,+,4,),1,45114
87,6,+,(,9,*,9,),1,45115
6,7,+,5,-,6,,,0,45116
7,6,+,3,-,2,,,0,45117
5,(,2,*,0,),+,5,1,45118
16,(,4,*,2,),+,8,1,45119
0,1,-,(,1,*,1,),1,45120
36,7,*,4,+,8,,,0,45121
2,2,-,6,*,0,,,0,45122
19,5,+,9,+,5,,,0,45123
80,8,*,5,*,2,,,0,45124
7,1,-,(,2,-,8,),1,45125
13,9,*,1,+,4,,,0,45126
5,5,-,(,3,-,3,),1,45127
84,(,2,*,7,),*,6,1,45128
23,3,*,7,+,2,,,0,45129
45,3,*,(,7,+,8,),1,45130
-5,0,+,(,2,-,7,),1,45131
19,9,+,2,+,8,,,0,45132
6,6,+,(,0,*,7,),1,45133
-10,5,*,(,0,-,2,),1,45134
7,(,7,-,2,),+,2,1,45135
11,8,-,4,+,7,,,0,45136
8,8,*,0,+,8,,,0,45137
-7,6,-,6,-,7,,,0,45138
81,(,9,*,3,),*,3,1,45139
0,0,*,2,*,0,,,0,45140
-5,4,-,(,4,+,5,),1,45141
47,9,*,6,-,7,,,0,45142
54,(,6,*,9,),+,0,1,45143
6,6,+,3,*,0,,,0,45144
-7,(,2,-,3,),-,6,1,45145
5,(,1,+,8,),-,4,1,45146
16,(,2,+,2,),*,4,1,45147
2,0,+,(,9,-,7,),1,45148
48,6,*,8,+,0,,,0,45149
18,3,*,(,5,+,1,),1,45150
-27,9,*,(,2,-,5,),1,45151
504,8,*,7,*,9,,,0,45152
48,3,*,(,7,+,9,),1,45153
2,9,-,(,6,+,1,),1,45154
8,7,+,1,-,0,,,0,45155
59,5,+,9,*,6,,,0,45156
40,5,*,(,6,+,2,),1,45157
-6,(,3,-,3,),-,6,1,45158
-3,(,0,-,1,),-,2,1,45159
3,(,5,-,2,),+,0,1,45160
336,7,*,8,*,6,,,0,45161
-4,(,7,-,9,),*,2,1,45162
7,(,7,+,4,),-,4,1,45163
15,9,+,9,-,3,,,0,45164
32,4,*,(,9,-,1,),1,45165
270,5,*,6,*,9,,,0,45166
45,9,+,6,*,6,,,0,45167
14,8,+,2,+,4,,,0,45168
4,9,+,(,4,-,9,),1,45169
5,7,+,3,-,5,,,0,45170
-4,7,-,3,-,8,,,0,45171
20,2,*,(,1,+,9,),1,45172
24,7,+,(,9,+,8,),1,45173
-14,(,3,-,5,),*,7,1,45174
7,(,0,*,6,),+,7,1,45175
4,(,4,-,1,),+,1,1,45176
24,4,+,(,4,*,5,),1,45177
9,0,+,1,+,8,,,0,45178
1,0,*,8,+,1,,,0,45179
24,6,+,2,*,9,,,0,45180
-18,(,6,-,9,),*,6,1,45181
-5,6,-,8,-,3,,,0,45182
8,1,*,(,8,+,0,),1,45183
31,3,+,(,4,*,7,),1,45184
15,2,*,9,-,3,,,0,45185
-2,(,5,+,2,),-,9,1,45186
6,5,-,(,7,-,8,),1,45187
46,9,*,6,-,8,,,0,45188
61,(,9,*,6,),+,7,1,45189
-22,8,-,6,*,5,,,0,45190
-4,(,2,*,2,),-,8,1,45191
23,(,7,+,7,),+,9,1,45192
14,2,*,(,4,+,3,),1,45193
9,1,*,3,+,6,,,0,45194
7,(,0,+,3,),+,4,1,45195
6,7,-,(,8,-,7,),1,45196
-3,5,-,6,-,2,,,0,45197
-1,5,-,(,1,+,5,),1,45198
2,(,8,-,4,),-,2,1,45199
42,7,*,(,3,*,2,),1,45200
48,6,*,9,-,6,,,0,45201
72,(,2,*,9,),*,4,1,45202
26,(,6,*,3,),+,8,1,45203
15,8,+,(,7,*,1,),1,45204
20,(,4,*,5,),+,0,1,45205
36,9,*,(,5,-,1,),1,45206
17,8,+,5,+,4,,,0,45207
72,8,*,9,+,0,,,0,45208
2,2,-,0,*,7,,,0,45209
240,8,*,(,5,*,6,),1,45210
27,(,4,+,5,),*,3,1,45211
7,3,+,(,2,*,2,),1,45212
0,8,-,5,-,3,,,0,45213
-14,(,3,-,5,),*,7,1,45214
-2,0,+,(,5,-,7,),1,45215
15,6,+,1,*,9,,,0,45216
0,0,*,(,3,*,4,),1,45217
4,(,3,+,3,),-,2,1,45218
7,6,-,(,8,-,9,),1,45219
37,9,+,4,*,7,,,0,45220
4,2,+,(,5,-,3,),1,45221
0,(,0,*,0,),+,0,1,45222
66,6,*,(,2,+,9,),1,45223
-56,7,-,9,*,7,,,0,45224
1,1,*,2,-,1,,,0,45225
0,0,*,8,*,2,,,0,45226
30,6,*,(,5,+,0,),1,45227
7,0,+,(,7,+,0,),1,45228
64,4,*,(,4,*,4,),1,45229
4,2,*,1,*,2,,,0,45230
8,9,-,(,2,-,1,),1,45231
51,3,*,(,8,+,9,),1,45232
45,9,*,(,5,+,0,),1,45233
-3,6,-,2,-,7,,,0,45234
6,(,3,+,2,),+,1,1,45235
2,2,+,1,*,0,,,0,45236
32,7,+,5,*,5,,,0,45237
-22,2,-,(,8,*,3,),1,45238
-9,3,-,2,*,6,,,0,45239
1,2,-,9,+,8,,,0,45240
0,(,7,-,7,),*,8,1,45241
14,(,2,*,6,),+,2,1,45242
128,4,*,4,*,8,,,0,45243
71,8,+,9,*,7,,,0,45244
35,7,+,(,4,*,7,),1,45245
8,6,+,(,2,-,0,),1,45246
5,5,-,0,*,5,,,0,45247
-2,7,+,(,0,-,9,),1,45248
19,(,9,+,5,),+,5,1,45249
32,5,*,6,+,2,,,0,45250
9,3,*,0,+,9,,,0,45251
-6,(,1,-,7,),+,0,1,45252
2,4,+,6,-,8,,,0,45253
13,2,*,6,+,1,,,0,45254
-7,2,-,(,4,+,5,),1,45255
2,2,+,(,1,*,0,),1,45256
4,5,-,(,8,-,7,),1,45257
-15,(,5,-,8,),*,5,1,45258
5,(,0,+,1,),*,5,1,45259
8,8,*,1,-,0,,,0,45260
0,0,*,(,3,*,7,),1,45261
